Dominio,Status,Bloqueado,IPs_Resueltas
www.eurogrand.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
search.privacytools.io,NOERROR,No,"190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30"
www.splitacecasino.net,UNKNOWN,No,"190.64.84.30, 190.64.84.30"
www.ragingbullcampaign.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30, 190.64.84.30"
tutl24.xyz,NOERROR,No,"190.64.84.30, 190.64.84.30, 190.64.84.30"
www.futbollibretv.fr,NOERROR,No,"190.64.84.30, 31.214.178.54, 190.64.84.30, 190.64.84.30"
librefutbol.futbol,NOERROR,No,"190.64.84.30, 72.52.178.23, 190.64.84.30, 190.64.84.30, 190.64.84.30"
futbollibrehd.net,NOERROR,No,"190.64.84.30, 72.52.178.23, 190.64.84.30, 190.64.84.30"
librefutboltv.net,NOERROR,No,"190.64.84.30, 72.52.178.23, 190.64.84.30, 190.64.84.30"
ott-cdn.me,NOERROR,No,"190.64.84.30, 190.64.84.30, 190.64.84.30"
ottc.pro,NOERROR,No,"190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30"
tvmagis.net,NOERROR,No,"190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30"
libre.futbol,NOERROR,No,"190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30"
televisionlibre.futbol,NOERROR,No,"190.64.84.30, 52.223.13.41, 190.64.84.30, 190.64.84.30"
portalbarranca.com,NOERROR,No,"190.64.84.30, 104.21.42.2, 172.67.154.89, 190.64.84.30, 190.64.84.30"
televisiongratishd.com,NOERROR,No,"190.64.84.30, 69.16.230.165, 190.64.84.30, 190.64.84.30"
www.123bingoonline.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30"
www.21nova.es,UNKNOWN,No,190.64.84.30
www.allirishcasino.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.caesarsbingo.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.freespinscasino.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30"
www.jetbull.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.123bingoonline.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.21nova.es,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.allirishcasino.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.caesarsbingo.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.eurogrand.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.freespinscasino.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.jetbull.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.ragingbullcampaign.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.splitacecasino.net,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.televisiongratishd.com,NOERROR,No,"190.64.84.30, 69.16.230.165, 190.64.84.30, 190.64.84.30"
www.pokerstars.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.roxypalace.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.grandonline.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
rojadirecta.me,NOERROR,No,"190.64.84.30, 190.64.84.30, 190.64.84.30"
rojadirecta.com,NOERROR,No,"190.64.84.30, 190.64.84.30, 190.64.84.30"
www.rojadirecta.com,NOERROR,No,"190.64.84.30, 127.0.1.1, 190.64.84.30, 190.64.84.30"
casino.com,NOERROR,No,"190.64.84.30, 190.64.84.30, 190.64.84.30"
www.europacasino.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30"
www.888casino.com,UNKNOWN,No,"190.64.84.30, 190.64.84.30"
vegas.williamhill.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.casinoaction.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.casino777.es,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.casino777.be,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.casino.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.casino-estrellas.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.casimba.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.cashmio.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.carltonbingo.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.cardschat.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.canbet.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30"
www.caliente.mx,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.caesarscasino.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30"
www.bwin.es,UNKNOWN,No,190.64.84.30
www.bwin.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.buzzluck.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30, 190.64.84.30"
www.buckybingo.co.uk,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30, 190.64.84.30"
www.bronzecasino.com,UNKNOWN,No,"190.64.84.30, 190.64.84.30"
www.boylesports.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.box24casino.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.bovada.lv,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30, 190.64.84.30"
www.botemania.es,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.bodog.eu,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.bodog.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.bingo.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.betway.lat,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.betway.es,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.betstars.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30, 190.64.84.30"
www.betsson.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.betsafe.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.betplatino.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.betmotion.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.betika.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.betfred.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30, 190.64.84.30"
www.betesporte.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.betcris.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.betchan.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30, 190.64.84.30"
www.betchain.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
www.betcasinograndbay.com,NOERROR,No,"190.64.84.30, 127.0.0.1, 190.64.84.30, 190.64.84.30"
