Dominio,Status,Bloqueado,IPs_Resueltas
www.betboro.com/tr,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.betboro.com/pt,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.betboro.com/pb,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.betboro.com/sk,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.betboro.com/ar,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
xbet.com;bodog.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
20bet.com/es_ar,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
casino33.co,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
futbollibretvonline.pe,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
ice-casino34.com/es,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.yummygame.io,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
lp.betglobal.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.feddice.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
jugaygana.online,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
pinkgame.net,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.betwinner1.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.silverplay013.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.luckylanespins.com,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.cleopatrabet.co,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
Saori.bet,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
megapari.com/es,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
jugando365.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.trebol.vip/casino,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.asesdelnorte.com/jugadores/index.php,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.goodluck.de/es,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
richestdiamond.com.ar,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
mystake.com/es,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
odinplay.net/jugadores/index.php,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
multijuegos.vip,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
megafaraon.co/#,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
es.casino.guru/cairo-casino-jugar-gratis,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
betgain.bet,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.grancasino.vip,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1, 200.24.249.1"
convergame.net,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.casino33.co,SERVFAIL,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
www.telefichas.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
diegoarmandobet.com,NXDOMAIN,Sí,"200.24.249.1, 200.24.249.1, 200.24.249.1"
